ts_utc,symbol,round_id,poll_price,ws_price,price_delta,chain_updated_at,poll_wall_ts,ws_wall_ts,poll_lag_s,ws_lag_s,delta_ms,faster
2026-03-31T09:58:45,BTC,55340232221132071763,66015.456,66015.456,0.0,1774951093,1774951124.061772,1774951125.2870128,31.062,32.287,1225.2,poll
2026-03-31T09:58:45,ETH,55340232221132099693,2014.7225,2014.7225,0.0,1774951119,1774951124.0642345,1774951125.2870128,5.064,6.287,1222.8,poll
2026-03-31T09:58:45,SOL,36893488147423038096,80.362328,80.362328,0.0,1774951103,1774951124.0683746,1774951125.2870128,21.068,22.287,1218.6,poll
2026-03-31T09:58:45,XRP,36893488147422507818,1.3058,1.3058,0.0,1774951115,1774951124.0663774,1774951125.2870128,9.066,10.287,1220.6,poll
2026-03-31T09:58:48,BTC,55340232221132071764,66036.539,66036.539,0.0,1774951127,1774951128.7690315,1774951127.641877,1.769,0.642,-1127.2,ws
2026-03-31T09:59:02,SOL,36893488147423038097,80.36719371,80.36719371,0.0,1774951137,1774951142.5983076,1774951141.4663813,5.598,4.466,-1131.9,ws
2026-03-31T09:59:12,XRP,36893488147422507819,1.30551,1.30551,0.0,1774951149,1774951152.42502,1774951151.3984983,3.425,2.398,-1026.5,ws
2026-03-31T09:59:19,ETH,55340232221132099694,2014.84644,2014.84644,0.0,1774951151,1774951159.3765771,1774951159.2910705,8.377,8.291,-85.5,ws
2026-03-31T09:59:24,BTC,55340232221132071765,66044.85,66044.85,0.0,1774951161,1774951164.005604,1774951161.7598183,3.006,0.76,-2245.8,ws
2026-03-31T09:59:33,SOL,36893488147423038098,80.414,80.414,0.0,1774951169,1774951173.4178696,1774951173.4818218,4.418,4.482,64.0,poll
2026-03-31T09:59:43,XRP,36893488147422507820,1.3057,1.3057,0.0,1774951181,1774951182.8360715,1774951183.3330483,1.836,2.333,497.0,poll
2026-03-31T09:59:47,ETH,55340232221132099695,2015.72626775,2015.72626775,0.0,1774951185,1774951187.348982,1774951187.5493844,2.349,2.549,200.4,poll
2026-03-31T09:59:56,BTC,55340232221132071766,66051.51622549,66051.51622549,0.0,1774951193,1774951196.6449888,1774951195.4320621,3.645,2.432,-1212.9,ws
2026-03-31T10:00:08,SOL,36893488147423038099,80.45711,80.45711,0.0,1774951203,1774951208.3393846,1774951207.8235579,5.339,4.824,-515.8,ws
2026-03-31T10:00:18,XRP,36893488147422507821,1.30594,1.30594,0.0,1774951215,1774951218.2674668,1774951217.652167,3.267,2.652,-615.3,ws
2026-03-31T10:00:20,ETH,55340232221132099696,2015.37284503,2015.37284503,0.0,1774951217,1774951220.1132154,1774951220.0280426,3.113,3.028,-85.2,ws
2026-03-31T10:00:34,BTC,55340232221132071767,66059.45793467,66059.45793467,0.0,1774951227,1774951234.24299,1774951233.729111,7.243,6.729,-513.9,ws
2026-03-31T10:00:38,SOL,36893488147423038100,80.48790866,80.48790866,0.0,1774951235,1774951238.8571038,1774951237.9279838,3.857,2.928,-929.1,ws
2026-03-31T10:00:50,XRP,36893488147422507822,1.30676278,1.30676278,0.0,1774951247,1774951248.7829502,1774951249.9081151,1.783,2.908,1125.2,poll
2026-03-31T10:00:54,ETH,55340232221132099697,2017.2501,2017.2501,0.0,1774951251,1774951252.9868462,1774951254.3121545,1.987,3.312,1325.3,poll
2026-03-31T10:01:02,BTC,55340232221132071768,66109.62762745,66109.62762745,0.0,1774951259,1774951262.3049772,1774951261.4794507,3.305,2.479,-825.5,ws
2026-03-31T10:01:22,SOL,36893488147423038101,80.59,80.59,0.0,1774951277,1774951281.1463325,1774951282.4713783,4.146,5.471,1325.0,poll
2026-03-31T10:01:24,XRP,36893488147422507823,1.307571,1.307571,0.0,1774951281,1774951284.11227,1774951283.504328,3.112,2.504,-607.9,ws
2026-03-31T10:01:25,ETH,55340232221132099698,2019.06,2019.06,0.0,1774951283,1774951285.867211,1774951285.5124528,2.867,2.512,-354.8,ws
2026-03-31T10:01:35,BTC,55340232221132071769,66102.34261947,66102.34261947,0.0,1774951293,1774951295.3761942,1774951293.428241,2.376,0.428,-1948.0,ws
2026-03-31T10:01:53,SOL,36893488147423038102,80.55894,80.55894,0.0,1774951311,1774951313.7085586,1774951313.5633485,2.709,2.563,-145.2,ws
2026-03-31T10:01:56,XRP,36893488147422507824,1.30719,1.30719,0.0,1774951313,1774951316.7759788,1774951315.6493702,3.776,2.649,-1126.6,ws
2026-03-31T10:01:59,ETH,55340232221132099699,2017.65909502,2017.65909502,0.0,1774951317,1774951319.0333176,1774951317.903636,2.033,0.904,-1129.7,ws
2026-03-31T10:02:07,BTC,55340232221132071770,66090.09731117,66090.09731117,0.0,1774951325,1774951327.9451382,1774951326.1445186,2.945,1.145,-1800.6,ws
2026-03-31T10:02:34,ETH,55340232221132099700,2019.00219756,2019.00219756,0.0,1774951349,1774951353.9508486,1774951353.74316,4.951,4.743,-207.7,ws
2026-03-31T10:02:34,XRP,36893488147422507825,1.30768589,1.30768589,0.0,1774951347,1774951352.3110483,1774951353.74316,5.311,6.743,1432.1,poll
2026-03-31T10:02:40,SOL,36893488147423038103,80.60060874,80.60060874,0.0,1774951355,1774951360.3797884,1774951359.682293,5.38,4.682,-697.5,ws
2026-03-31T10:02:40,BTC,55340232221132071771,66107.35203,66107.35203,0.0,1774951357,1774951360.5987196,1774951359.682293,3.599,2.682,-916.4,ws
2026-03-31T10:02:53,ETH,55340232221132099701,2016.64160487,2016.64160487,0.0,1774951371,1774951372.7892206,1774951373.5059638,1.789,2.506,716.7,poll
2026-03-31T10:03:08,XRP,36893488147422507826,1.30672,1.30672,0.0,1774951379,1774951387.7423282,1774951388.1386855,8.742,9.139,396.4,poll
2026-03-31T10:03:13,SOL,36893488147423038104,80.52649467,80.52649467,0.0,1774951389,1774951393.1700702,1774951393.4741607,4.17,4.474,304.1,poll
2026-03-31T10:03:15,BTC,55340232221132071772,66093.64107331,66093.64107331,0.0,1774951391,1774951395.6378667,1774951393.4741607,4.638,2.474,-2163.7,ws
2026-03-31T10:03:30,ETH,55340232221132099702,2017.0265248,2017.0265248,0.0,1774951405,1774951408.119144,1774951409.8072464,3.119,4.807,1688.1,poll
2026-03-31T10:03:36,XRP,36893488147422507827,1.30706692,1.30706692,0.0,1774951413,1774951416.208215,1774951415.3975062,3.208,2.398,-810.7,ws
2026-03-31T10:03:46,SOL,36893488147423038105,80.491906,80.491906,0.0,1774951423,1774951426.0394292,1774951425.5275178,3.039,2.528,-511.9,ws
2026-03-31T10:03:58,BTC,55340232221132071773,66101.99097856,66101.99097856,0.0,1774951433,1774951437.9172962,1774951437.8128374,4.917,4.813,-104.5,ws
2026-03-31T10:04:00,ETH,55340232221132099703,2016.60662,2016.60662,0.0,1774951437,1774951440.8861713,1774951439.6586866,3.886,2.659,-1227.5,ws
