ts_utc,symbol,round_id,poll_price,ws_price,price_delta,chain_updated_at,poll_wall_ts,ws_wall_ts,poll_lag_s,ws_lag_s,delta_ms,faster
2026-03-31T09:50:55,BTC,55340232221132071748,66332.72,66332.72,0.0,1774950653,1774950654.9644778,1774950655.6818132,1.964,2.682,717.3,poll
2026-03-31T09:51:06,XRP,36893488147422507805,1.3119975,1.3119975,0.0,1774950665,1774950666.0244136,1774950666.946547,1.024,1.947,922.1,poll
2026-03-31T09:51:17,SOL,36893488147423038083,81.61,81.61,0.0,1774950673,1774950677.0829206,1774950676.4687347,4.083,3.469,-614.2,ws
2026-03-31T09:51:22,ETH,55340232221132099679,2024.4057937,2024.4057937,0.0,1774950677,1774950682.204312,1774950682.304659,5.204,5.305,100.3,poll
2026-03-31T09:51:38,XRP,36893488147422507806,1.31224203,1.31224203,0.0,1774950697,1774950698.5896087,1774950698.7899435,1.59,1.79,200.3,poll
2026-03-31T09:51:40,BTC,55340232221132071749,66333.92552,66333.92552,0.0,1774950697,1774950699.7136133,1774950700.5379493,2.714,3.538,824.3,poll
2026-03-31T09:51:48,SOL,36893488147423038084,81.62747604,81.62747604,0.0,1774950705,1774950707.6978908,1774950708.417645,2.698,3.418,719.8,poll
2026-03-31T09:51:54,ETH,55340232221132099680,2025.36,2025.36,0.0,1774950711,1774950714.8688266,1774950714.2549286,3.869,3.255,-613.9,ws
2026-03-31T09:52:13,BTC,55340232221132071750,66331.17996236,66331.17996236,0.0,1774950731,1774950732.7875967,1774950733.9143658,1.788,2.914,1126.8,poll
2026-03-31T09:52:14,XRP,36893488147422507807,1.31198015,1.31198015,0.0,1774950731,1774950733.4036124,1774950734.8070812,2.404,3.807,1403.5,poll
2026-03-31T09:52:22,SOL,36893488147423038085,81.62585,81.62585,0.0,1774950739,1774950742.312203,1774950742.356786,3.312,3.357,44.6,poll
2026-03-31T09:52:27,ETH,55340232221132099681,2025.56897651,2025.56897651,0.0,1774950745,1774950747.3323689,1774950745.9989097,2.332,0.999,-1333.5,ws
2026-03-31T09:52:45,BTC,55340232221132071751,66337.56014,66337.56014,0.0,1774950763,1774950765.1473362,1774950765.7386384,2.147,2.739,591.3,poll
2026-03-31T09:52:46,XRP,36893488147422507808,1.31156,1.31156,0.0,1774950763,1774950766.068526,1774950766.669696,3.069,3.67,601.2,poll
2026-03-31T09:52:57,SOL,36893488147423038086,81.57386189,81.57386189,0.0,1774950771,1774950777.025842,1774950776.4113133,6.026,5.411,-614.5,ws
2026-03-31T09:53:00,ETH,55340232221132099682,2025.88418222,2025.88418222,0.0,1774950777,1774950780.3027673,1774950780.2012317,3.303,3.201,-101.5,ws
2026-03-31T09:53:24,BTC,55340232221132071752,66314.09,66314.09,0.0,1774950797,1774950804.5708551,1774950803.95803,7.571,6.958,-612.8,ws
